subscription_id,user_id,plan_name,price_monthly,max_streams,max_resolution,max_profiles,status,start_date,end_date,auto_renew,created_at
1465,964,Standard,43.99,2,1080p,5,active,2025-03-04,,true,2025-03-04 00:00:00
1466,965,Standard,43.99,2,1080p,5,active,2024-12-14,,true,2024-12-14 00:00:00
1467,966,Premium,59.99,4,4K,5,cancelled,2023-02-20,2023-12-17,true,2023-02-20 00:00:00
1468,966,Premium,59.99,4,4K,5,active,2022-07-04,,true,2022-07-04 00:00:00
1469,967,Basic,29.99,1,720p,2,active,2020-09-04,,true,2020-09-04 00:00:00
1470,968,Standard,43.99,2,1080p,5,active,2022-09-24,,true,2022-09-24 00:00:00
1471,969,Standard,43.99,2,1080p,5,active,2022-05-23,,true,2022-05-23 00:00:00
1472,970,Standard,43.99,2,1080p,5,expired,2023-05-18,2023-06-21,false,2023-05-18 00:00:00
1473,970,Standard,43.99,2,1080p,5,active,2022-05-18,,true,2022-05-18 00:00:00
1474,971,Premium,59.99,4,4K,5,active,2025-05-08,,true,2025-05-08 00:00:00
1475,972,Standard,43.99,2,1080p,5,active,2021-05-05,,true,2021-05-05 00:00:00
1476,973,Basic,29.99,1,720p,2,active,2024-01-24,,true,2024-01-24 00:00:00
1477,974,Basic,29.99,1,720p,2,cancelled,2023-11-07,2024-04-29,false,2023-11-07 00:00:00
1478,974,Basic,29.99,1,720p,2,active,2021-07-25,,true,2021-07-25 00:00:00
1479,975,Basic,29.99,1,720p,2,active,2020-10-09,,true,2020-10-09 00:00:00
1480,976,Basic,29.99,1,720p,2,active,2024-01-27,,true,2024-01-27 00:00:00
1481,977,Standard,43.99,2,1080p,5,active,2020-05-10,,true,2020-05-10 00:00:00
1482,978,Standard,43.99,2,1080p,5,active,2022-07-31,,true,2022-07-31 00:00:00
1483,979,Basic,29.99,1,720p,2,expired,2021-07-21,2021-09-17,false,2021-07-21 00:00:00
1484,979,Premium,59.99,4,4K,5,active,2024-11-21,,true,2024-11-21 00:00:00
1485,980,Standard,43.99,2,1080p,5,expired,2022-02-20,2022-03-25,true,2022-02-20 00:00:00
1486,980,Standard,43.99,2,1080p,5,active,2023-02-18,,true,2023-02-18 00:00:00
1487,981,Basic,29.99,1,720p,2,expired,2022-04-27,2023-02-18,false,2022-04-27 00:00:00
1488,981,Standard,43.99,2,1080p,5,cancelled,2023-10-16,2023-11-24,false,2023-10-16 00:00:00
1489,981,Standard,43.99,2,1080p,5,active,2022-12-31,,true,2022-12-31 00:00:00
1490,982,Standard,43.99,2,1080p,5,active,2024-12-29,,true,2024-12-29 00:00:00
1491,983,Standard,43.99,2,1080p,5,cancelled,2021-01-26,2021-12-16,false,2021-01-26 00:00:00
1492,983,Standard,43.99,2,1080p,5,active,2024-09-12,,true,2024-09-12 00:00:00
1493,984,Standard,43.99,2,1080p,5,expired,2022-03-17,2022-12-03,false,2022-03-17 00:00:00
1494,984,Premium,59.99,4,4K,5,active,2022-09-06,,true,2022-09-06 00:00:00
1495,985,Standard,43.99,2,1080p,5,expired,2024-07-26,2024-12-28,true,2024-07-26 00:00:00
1496,985,Premium,59.99,4,4K,5,active,2024-05-11,,true,2024-05-11 00:00:00
1497,986,Standard,43.99,2,1080p,5,active,2021-01-06,,true,2021-01-06 00:00:00
1498,987,Standard,43.99,2,1080p,5,active,2024-02-13,,true,2024-02-13 00:00:00
1499,988,Standard,43.99,2,1080p,5,cancelled,2022-04-06,2022-09-02,false,2022-04-06 00:00:00
1500,988,Premium,59.99,4,4K,5,active,2022-03-14,,true,2022-03-14 00:00:00
1501,989,Standard,43.99,2,1080p,5,active,2021-05-10,,true,2021-05-10 00:00:00
1502,990,Basic,29.99,1,720p,2,active,2024-03-04,,true,2024-03-04 00:00:00
1503,991,Basic,29.99,1,720p,2,expired,2021-09-12,2021-10-25,false,2021-09-12 00:00:00
1504,991,Standard,43.99,2,1080p,5,active,2022-01-20,,true,2022-01-20 00:00:00
1505,992,Basic,29.99,1,720p,2,expired,2022-07-15,2022-08-29,false,2022-07-15 00:00:00
1506,992,Basic,29.99,1,720p,2,active,2021-08-31,,true,2021-08-31 00:00:00
1507,993,Premium,59.99,4,4K,5,active,2021-05-23,,true,2021-05-23 00:00:00
1508,994,Premium,59.99,4,4K,5,expired,2021-08-11,2021-11-01,true,2021-08-11 00:00:00
1509,994,Standard,43.99,2,1080p,5,active,2022-02-17,,true,2022-02-17 00:00:00
1510,995,Premium,59.99,4,4K,5,active,2023-08-28,,true,2023-08-28 00:00:00
1511,996,Basic,29.99,1,720p,2,active,2020-12-27,,true,2020-12-27 00:00:00
1512,997,Standard,43.99,2,1080p,5,expired,2025-02-22,2025-12-08,true,2025-02-22 00:00:00
1513,997,Basic,29.99,1,720p,2,active,2020-02-18,,true,2020-02-18 00:00:00
1514,998,Standard,43.99,2,1080p,5,cancelled,2021-12-28,2022-06-02,false,2021-12-28 00:00:00
1515,998,Standard,43.99,2,1080p,5,active,2021-08-14,,true,2021-08-14 00:00:00
1516,999,Standard,43.99,2,1080p,5,expired,2023-06-21,2024-02-20,false,2023-06-21 00:00:00
1517,999,Basic,29.99,1,720p,2,active,2020-06-12,,true,2020-06-12 00:00:00
1518,1000,Premium,59.99,4,4K,5,cancelled,2020-07-02,2021-01-09,true,2020-07-02 00:00:00
1519,1000,Standard,43.99,2,1080p,5,active,2025-04-28,,true,2025-04-28 00:00:00
